Long Lat Easting Northing Elev ObsGrav TheoreticalCorr AtmosphericCorr FreeAirCorr BougerCorr TerrCorr TCBougGrav TCBougAn
-111.578978 42.915305 452743.606318 4751572.240988 1852.408000 3201.825000 23.512778 0.863028 -34.335007 11.8941 0.651 3201.616198 -6.6298
-111.578980 42.915326 452743.514339 4751574.544069 1852.408000 3201.844000 23.514673 0.863028 -34.335007 11.8941 0.651 3201.633303 -6.6127
-111.578981 42.915347 452743.424805 4751576.846467 1852.408000 3201.863000 23.516568 0.863028 -34.335007 11.8941 0.652 3201.650408 -6.59459
-111.578982 42.915367 452743.337960 4751579.148180 1852.408000 3201.881000 23.518373 0.863028 -34.335007 11.8941 0.652 3201.666603 -6.5784
-111.578983 42.915388 452743.253803 4751581.449208 1852.408000 3201.897000 23.520268 0.863028 -34.335007 11.8941 0.652 3201.680708 -6.56429
-111.578985 42.915409 452743.172500 4751583.749661 1852.408000 3201.913000 23.522163 0.863028 -34.335007 11.8941 0.653 3201.694812 -6.54919
-111.578986 42.915430 452743.094131 4751586.049539 1852.408000 3201.928000 23.524058 0.863028 -34.335007 11.8941 0.653 3201.707917 -6.53608
-111.578987 42.915450 452743.018616 4751588.348953 1852.408000 3201.942000 23.525863 0.863028 -34.335007 11.8941 0.653 3201.720112 -6.52389
-111.578988 42.915471 452742.946200 4751590.648012 1852.408000 3201.955000 23.527758 0.863028 -34.335007 11.8941 0.653 3201.731217 -6.51278
-111.578989 42.915492 452742.876802 4751592.946607 1852.408000 3201.968000 23.529653 0.863028 -34.335007 11.8941 0.654 3201.742322 -6.50068
-111.578990 42.915512 452742.810504 4751595.245069 1852.408000 3201.980000 23.531458 0.863028 -34.335007 11.8941 0.654 3201.752517 -6.49048
-111.578991 42.915533 452742.747305 4751597.543177 1852.408000 3201.991000 23.533353 0.863028 -34.335007 11.8941 0.655 3201.761622 -6.48038
-111.578992 42.915554 452742.687289 4751599.841152 1852.408000 3202.001000 23.535248 0.863028 -34.335007 11.8941 0.654 3201.769727 -6.47327
-111.578993 42.915574 452742.630537 4751602.138993 1852.408000 3202.011000 23.537053 0.863028 -34.335007 11.8941 0.655 3201.777922 -6.46408
-111.578994 42.915595 452742.576968 4751604.436812 1852.408000 3202.021000 23.538948 0.863028 -34.335007 11.8941 0.656 3201.786027 -6.45497
-111.578994 42.915616 452742.526502 4751606.734721 1852.408000 3202.031000 23.540843 0.863028 -34.335007 11.8941 0.656 3201.794132 -6.44687
-111.578995 42.915636 452742.479382 4751609.032607 1852.408000 3202.040000 23.542648 0.863028 -34.335006 11.8941 0.656 3201.801327 -6.43967
-111.578996 42.915657 452742.435366 4751611.330805 1852.408000 3202.049000 23.544543 0.863028 -34.335006 11.8941 0.656 3201.808432 -6.43257
-111.578997 42.915678 452742.394534 4751613.629092 1852.408000 3202.058000 23.546438 0.863028 -34.335006 11.8941 0.657 3201.815537 -6.42446
-111.578997 42.915699 452742.356970 4751615.927801 1852.408000 3202.067000 23.548334 0.863028 -34.335006 11.8941 0.657 3201.822642 -6.41736
-111.578998 42.915719 452742.322427 4751618.226711 1852.408000 3202.076000 23.550138 0.863028 -34.335006 11.8941 0.657 3201.829837 -6.41016
-111.578999 42.915740 452742.291072 4751620.526154 1852.408000 3202.085000 23.552033 0.863028 -34.335006 11.8941 0.658 3201.836942 -6.40206
-111.578999 42.915761 452742.262821 4751622.826021 1852.408000 3202.095000 23.553929 0.863028 -34.335006 11.8941 0.658 3201.845047 -6.39395
-111.579000 42.915781 452742.237594 4751625.126421 1852.408000 3202.105000 23.555733 0.863028 -34.335006 11.8941 0.658 3201.853242 -6.38576
-111.579000 42.915802 452742.215390 4751627.427356 1852.408000 3202.115000 23.557629 0.863028 -34.335006 11.8941 0.658 3201.861347 -6.37765
-111.579000 42.915823 452742.196130 4751629.728938 1852.408000 3202.125000 23.559524 0.863028 -34.335006 11.8941 0.659 3201.869451 -6.36855
-111.579001 42.915844 452742.179812 4751632.031054 1852.408000 3202.136000 23.561419 0.863028 -34.335006 11.8941 0.659 3201.878556 -6.35944
-111.579001 42.915864 452742.166438 4751634.334038 1852.408000 3202.147000 23.563224 0.863028 -34.335006 11.8941 0.659 3201.887751 -6.35025
-111.579002 42.915885 452742.155843 4751636.637559 1852.408000 3202.158000 23.565119 0.863028 -34.335006 11.8941 0.660 3201.896856 -6.34014
-111.579002 42.915906 452742.148111 4751638.941948 1852.408000 3202.169000 23.567014 0.863028 -34.335006 11.8941 0.660 3201.905961 -6.33104
-111.579002 42.915927 452742.143078 4751641.247096 1852.408000 3202.181000 23.568909 0.863028 -34.335006 11.8941 0.660 3201.916066 -6.32093
-111.579002 42.915947 452742.140826 4751643.553114 1852.408000 3202.192000 23.570714 0.863028 -34.335006 11.8941 0.661 3201.925261 -6.31074
-111.579002 42.915968 452742.141110 4751645.859891 1852.408000 3202.204000 23.572609 0.863028 -34.335006 11.8941 0.660 3201.935366 -6.30163
-111.579003 42.915989 452742.144010 4751648.167428 1852.408000 3202.215000 23.574504 0.863028 -34.335006 11.8941 0.661 3201.944471 -6.29153
-111.579003 42.916010 452742.149529 4751650.475835 1852.408000 3202.226000 23.576399 0.863028 -34.335006 11.8941 0.661 3201.953576 -6.28242
-111.579003 42.916030 452742.157421 4751652.785114 1852.408000 3202.237000 23.578204 0.863028 -34.335006 11.8941 0.662 3201.962771 -6.27223
-111.579003 42.916051 452742.167767 4751655.095154 1852.408000 3202.248000 23.580099 0.863028 -34.335006 11.8941 0.662 3201.971876 -6.26312
-111.579003 42.916072 452742.180486 4751657.406066 1852.408000 3202.257000 23.581994 0.863028 -34.335006 11.8941 0.662 3201.978981 -6.25602
-111.579003 42.916093 452742.195414 4751659.717851 1852.408000 3202.267000 23.583889 0.863028 -34.335006 11.8941 0.662 3201.987086 -6.24791
-111.579003 42.916114 452742.212633 4751662.030286 1852.408000 3202.276000 23.585784 0.863028 -34.335006 11.8941 0.663 3201.994190 -6.23981
-111.579003 42.916135 452742.231980 4751664.343596 1852.408000 3202.284000 23.587680 0.863028 -34.335006 11.8941 0.663 3202.000295 -6.2337
-111.579003 42.916155 452742.253454 4751666.657668 1852.408000 3202.291000 23.589484 0.863028 -34.335006 11.8941 0.663 3202.005490 -6.22851
-111.579003 42.916176 452742.276810 4751668.972393 1852.408000 3202.297000 23.591379 0.863028 -34.335006 11.8941 0.663 3202.009595 -6.2244
-111.579003 42.916197 452742.302131 4751671.287883 1852.408000 3202.303000 23.593275 0.863028 -34.335006 11.8941 0.664 3202.013700 -6.2193
-111.579003 42.916218 452742.329333 4751673.604025 1852.408000 3202.308000 23.595170 0.863028 -34.335006 11.8941 0.664 3202.016805 -6.21619
-111.579002 42.916239 452742.358172 4751675.920823 1852.408000 3202.311000 23.597065 0.863028 -34.335006 11.8941 0.664 3202.017910 -6.21509
-111.579002 42.916260 452742.388730 4751678.238275 1852.408000 3202.314000 23.598960 0.863028 -34.335006 11.8941 0.664 3202.019015 -6.21399
-111.579002 42.916281 452742.420842 4751680.556272 1852.408000 3202.317000 23.600855 0.863028 -34.335006 11.8941 0.665 3202.020120 -6.21188
-111.579002 42.916301 452742.454428 4751682.874925 1852.408000 3202.318000 23.602660 0.863028 -34.335006 11.8941 0.665 3202.019315 -6.21268
-111.579002 42.916322 452742.489324 4751685.194124 1852.408000 3202.319000 23.604555 0.863028 -34.335006 11.8941 0.665 3202.018420 -6.21358
-111.579001 42.916343 452742.525529 4751687.513759 1852.408000 3202.320000 23.606450 0.863028 -34.335006 11.8941 0.666 3202.017525 -6.21347
-111.579001 42.916364 452742.562961 4751689.833829 1852.408000 3202.320000 23.608345 0.863028 -34.335006 11.8941 0.666 3202.015629 -6.21537
-111.579001 42.916385 452742.601376 4751692.154448 1852.408000 3202.320000 23.610240 0.863028 -34.335006 11.8941 0.666 3202.013734 -6.21727
-111.579000 42.916406 452742.640856 4751694.475615 1852.408000 3202.320000 23.612135 0.863028 -34.335006 11.8941 0.666 3202.011839 -6.21916
-111.579000 42.916427 452742.681154 4751696.796998 1852.408000 3202.319000 23.614031 0.863028 -34.335006 11.8941 0.666 3202.008944 -6.22206
-111.579000 42.916448 452742.722272 4751699.118931 1852.408000 3202.320000 23.615926 0.863028 -34.335006 11.8941 0.667 3202.008049 -6.22195
-111.579000 42.916469 452742.764127 4751701.441192 1852.408000 3202.320000 23.617821 0.863028 -34.335006 11.8941 0.667 3202.006154 -6.22385
-111.578999 42.916490 452742.806556 4751703.763893 1852.408000 3202.321000 23.619716 0.863028 -34.335006 11.8941 0.667 3202.005259 -6.22474
-111.578999 42.916510 452742.849559 4751706.086923 1852.408000 3202.323000 23.621521 0.863028 -34.335006 11.8941 0.667 3202.005454 -6.22455
-111.578999 42.916531 452742.893053 4751708.410283 1852.408000 3202.326000 23.623416 0.863028 -34.335006 11.8941 0.668 3202.006559 -6.22244
-111.578998 42.916552 452742.936959 4751710.734085 1852.408000 3202.330000 23.625311 0.863028 -34.335006 11.8941 0.668 3202.008664 -6.22034
-111.578998 42.916573 452742.981275 4751713.058106 1852.408000 3202.335000 23.627206 0.863028 -34.335006 11.8941 0.668 3202.011768 -6.21723
-111.578997 42.916594 452743.025838 4751715.382569 1852.408000 3202.342000 23.629101 0.863028 -34.335006 11.8941 0.668 3202.016873 -6.21213
-111.578997 42.916615 452743.070730 4751717.707252 1852.408000 3202.349000 23.630996 0.863028 -34.335006 11.8941 0.669 3202.021978 -6.20602
-111.578997 42.916636 452743.115787 4751720.032379 1852.408000 3202.359000 23.632891 0.863028 -34.335006 11.8941 0.669 3202.030083 -6.19792
-111.578996 42.916657 452743.161174 4751722.357836 1852.408000 3202.370000 23.634786 0.863028 -34.335006 11.8941 0.670 3202.039188 -6.18781
-111.578996 42.916678 452743.206725 4751724.683514 1852.408000 3202.383000 23.636682 0.863028 -34.335006 11.8941 0.670 3202.050293 -6.17671
-111.578996 42.916699 452743.252442 4751727.009635 1852.408000 3202.397000 23.638577 0.863028 -34.335006 11.8941 0.670 3202.062398 -6.1646
-111.578995 42.916720 452743.298407 4751729.336088 1852.408000 3202.413000 23.640472 0.863028 -34.335006 11.8941 0.670 3202.076503 -6.1505
-111.578995 42.916741 452743.344618 4751731.662872 1852.408000 3202.431000 23.642367 0.863028 -34.335006 11.8941 0.671 3202.092607 -6.13339
-111.578995 42.916762 452743.391158 4751733.989876 1852.408000 3202.450000 23.644262 0.863028 -34.335006 11.8941 0.671 3202.109712 -6.11629
-111.578994 42.916783 452743.437864 4751736.317323 1852.408000 3202.471000 23.646157 0.863028 -34.335006 11.8941 0.671 3202.128817 -6.09718
-111.578994 42.916804 452743.484980 4751738.645101 1852.408000 3202.493000 23.648052 0.863028 -34.335005 11.8941 0.671 3202.148922 -6.07708
-111.578993 42.916825 452743.532426 4751740.973209 1852.408000 3202.516000 23.649947 0.863028 -34.335005 11.8941 0.672 3202.170027 -6.05497
-111.578993 42.916846 452743.580281 4751743.301648 1852.408000 3202.540000 23.651842 0.863028 -34.335005 11.8941 0.672 3202.192132 -6.03287
-111.578993 42.916867 452743.628628 4751745.630305 1852.408000 3202.565000 23.653738 0.863028 -34.335005 11.8941 0.672 3202.215237 -6.00976
-111.578992 42.916888 452743.677466 4751747.959292 1852.408000 3202.591000 23.655633 0.863028 -34.335005 11.8941 0.673 3202.239342 -5.98466
-111.578992 42.916909 452743.726879 4751750.288609 1852.408000 3202.617000 23.657528 0.863028 -34.335005 11.8941 0.673 3202.263446 -5.96055
-111.578991 42.916930 452743.776864 4751752.618143 1852.408000 3202.643000 23.659423 0.863028 -34.335005 11.8941 0.673 3202.287551 -5.93645
-111.578991 42.916951 452743.827667 4751754.948005 1852.408000 3202.669000 23.661318 0.863028 -34.335005 11.8941 0.674 3202.311656 -5.91134
-111.578991 42.916971 452743.879125 4751757.278085 1852.408000 3202.695000 23.663123 0.863028 -34.335005 11.8941 0.674 3202.335851 -5.88715
-111.578990 42.916992 452743.931320 4751759.608382 1852.408000 3202.720000 23.665018 0.863028 -34.335005 11.8941 0.674 3202.358956 -5.86404
-111.578990 42.917013 452743.984414 4751761.939006 1852.408000 3202.745000 23.666913 0.863028 -34.335005 11.8941 0.675 3202.382061 -5.83994
-111.578989 42.917034 452744.038324 4751764.269624 1852.408000 3202.769000 23.668808 0.863028 -34.335005 11.8941 0.675 3202.404166 -5.81783
-111.578989 42.917055 452744.093216 4751766.600569 1852.408000 3202.791000 23.670703 0.863028 -34.335005 11.8941 0.675 3202.424271 -5.79773
-111.578988 42.917076 452744.148924 4751768.931507 1852.408000 3202.813000 23.672598 0.863028 -34.335005 11.8941 0.675 3202.444376 -5.77762
-111.578988 42.917097 452744.205614 4751771.262662 1852.408000 3202.832000 23.674494 0.863028 -34.335005 11.8941 0.676 3202.461480 -5.75952
-111.578987 42.917118 452744.263283 4751773.593920 1852.408000 3202.850000 23.676389 0.863028 -34.335005 11.8941 0.676 3202.477585 -5.74341
-111.578987 42.917139 452744.321850 4751775.925173 1852.408000 3202.866000 23.678284 0.863028 -34.335005 11.8941 0.676 3202.491690 -5.72931
-111.578986 42.917160 452744.381316 4751778.256530 1852.408000 3202.880000 23.680179 0.863028 -34.335005 11.8941 0.676 3202.503795 -5.7172
-111.578986 42.917181 452744.441761 4751780.587992 1852.408000 3202.892000 23.682074 0.863028 -34.335005 11.8941 0.677 3202.513900 -5.7061
-111.578985 42.917202 452744.503022 4751782.919337 1852.408000 3202.901000 23.683969 0.863028 -34.335005 11.8941 0.677 3202.521005 -5.699
-111.578985 42.917223 452744.565100 4751785.250676 1852.408000 3202.909000 23.685864 0.863028 -34.335005 11.8941 0.678 3202.527110 -5.69189
-111.578984 42.917244 452744.627993 4751787.582010 1852.408000 3202.914000 23.687759 0.863028 -34.335005 11.8941 0.678 3202.530215 -5.68879
-111.578983 42.917265 452744.691620 4751789.913228 1852.408000 3202.917000 23.689654 0.863028 -34.335005 11.8941 0.679 3202.531319 -5.68668
-111.578983 42.917286 452744.755901 4751792.244441 1852.408000 3202.917000 23.691550 0.863028 -34.335005 11.8941 0.679 3202.529424 -5.68858
-111.565454 42.913579 453846.211861 4751373.053031 1852.408000 3202.386000 23.357019 0.863028 -34.335008 11.8941 0.679 3202.332958 -5.88504
-111.565483 42.913579 453843.837367 4751373.007465 1852.408000 3202.389000 23.357019 0.863028 -34.335008 11.8941 0.679 3202.335958 -5.88204
-111.565512 42.913578 453841.462711 4751372.962012 1852.408000 3202.392000 23.356929 0.863028 -34.335008 11.8941 0.679 3202.339048 -5.87895
-111.565541 42.913577 453839.088056 4751372.916782 1852.408000 3202.394000 23.356838 0.863028 -34.335008 11.8941 0.679 3202.341139 -5.87686
-111.565570 42.913577 453836.713402 4751372.871775 1852.408000 3202.397000 23.356838 0.863028 -34.335008 11.8941 0.679 3202.344139 -5.87386
-111.565599 42.913576 453834.338831 4751372.826879 1852.408000 3202.399000 23.356748 0.863028 -34.335008 11.8941 0.679 3202.346229 -5.87177
-111.565628 42.913576 453831.964341 4751372.781984 1852.408000 3202.400000 23.356748 0.863028 -34.335008 11.8941 0.679 3202.347229 -5.87077
-111.565657 42.913575 453829.590016 4751372.737199 1852.408000 3202.401000 23.356658 0.863028 -34.335008 11.8941 0.679 3202.348319 -5.86968
-111.565686 42.913575 453827.215853 4751372.692414 1852.408000 3202.402000 23.356658 0.863028 -34.335008 11.8941 0.679 3202.349319 -5.86868
-111.565715 42.913574 453824.842017 4751372.647628 1852.408000 3202.403000 23.356568 0.863028 -34.335008 11.8941 0.679 3202.350409 -5.86759
-111.565744 42.913574 453822.468426 4751372.602840 1852.408000 3202.403000 23.356568 0.863028 -34.335008 11.8941 0.679 3202.350409 -5.86759
-111.565774 42.913573 453820.095161 4751372.557941 1852.408000 3202.402000 23.356477 0.863028 -34.335008 11.8941 0.679 3202.349500 -5.8685
-111.565803 42.913573 453817.722221 4751372.512929 1852.408000 3202.402000 23.356477 0.863028 -34.335008 11.8941 0.679 3202.349500 -5.8685
-111.565832 42.913572 453815.349770 4751372.467803 1852.408000 3202.400000 23.356387 0.863028 -34.335008 11.8941 0.679 3202.347590 -5.87041
-111.565861 42.913571 453812.977726 4751372.422454 1852.408000 3202.399000 23.356297 0.863028 -34.335008 11.8941 0.679 3202.346680 -5.87132
-111.565890 42.913571 453810.606171 4751372.377102 1852.408000 3202.397000 23.356297 0.863028 -34.335008 11.8941 0.679 3202.344680 -5.87332
-111.565919 42.913570 453808.235187 4751372.331636 1852.408000 3202.394000 23.356207 0.863028 -34.335008 11.8941 0.679 3202.341770 -5.87623
-111.565948 42.913570 453805.864773 4751372.285944 1852.408000 3202.391000 23.356207 0.863028 -34.335008 11.8941 0.679 3202.338770 -5.87923
-111.565977 42.913569 453803.494849 4751372.240251 1852.408000 3202.388000 23.356116 0.863028 -34.335008 11.8941 0.679 3202.335861 -5.88214
-111.566006 42.913569 453801.125577 4751372.194553 1852.408000 3202.385000 23.356116 0.863028 -34.335008 11.8941 0.679 3202.332861 -5.88514
-111.566035 42.913568 453798.756876 4751372.148742 1852.408000 3202.381000 23.356026 0.863028 -34.335008 11.8941 0.679 3202.328951 -5.88905
-111.566064 42.913568 453796.388910 4751372.102927 1852.408000 3202.377000 23.356026 0.863028 -34.335008 11.8941 0.679 3202.324951 -5.89305
-111.566093 42.913567 453794.021598 4751372.057330 1852.408000 3202.374000 23.355936 0.863028 -34.335008 11.8941 0.679 3202.322041 -5.89596
-111.566122 42.913566 453791.654858 4751372.011841 1852.408000 3202.370000 23.355846 0.863028 -34.335008 11.8941 0.679 3202.318131 -5.89987
-111.566151 42.913566 453789.288936 4751371.966569 1852.408000 3202.366000 23.355846 0.863028 -34.335008 11.8941 0.679 3202.314131 -5.90387
-111.566180 42.913565 453786.923587 4751371.921628 1852.408000 3202.363000 23.355755 0.863028 -34.335008 11.8941 0.679 3202.311222 -5.90678
-111.566209 42.913565 453784.559059 4751371.877237 1852.408000 3202.359000 23.355755 0.863028 -34.335008 11.8941 0.679 3202.307222 -5.91078
-111.566238 42.913564 453782.195104 4751371.833287 1852.408000 3202.356000 23.355665 0.863028 -34.335008 11.8941 0.679 3202.304312 -5.91369
-111.566267 42.913564 453779.831971 4751371.790110 1852.408000 3202.354000 23.355665 0.863028 -34.335008 11.8941 0.679 3202.302312 -5.91569
-111.566296 42.913563 453777.469496 4751371.747707 1852.408000 3202.351000 23.355575 0.863028 -34.335008 11.8941 0.679 3202.299402 -5.9186
-111.566325 42.913563 453775.107681 4751371.706188 1852.408000 3202.350000 23.355575 0.863028 -34.335008 11.8941 0.679 3202.298402 -5.9196
-111.566354 42.913562 453772.746526 4751371.665888 1852.408000 3202.348000 23.355485 0.863028 -34.335008 11.8941 0.679 3202.296492 -5.92151
-111.566382 42.913562 453770.386114 4751371.626805 1852.408000 3202.348000 23.355485 0.863028 -34.335008 11.8941 0.678 3202.296492 -5.92251
-111.566411 42.913561 453768.026364 4751371.589050 1852.408000 3202.348000 23.355394 0.863028 -34.335008 11.8941 0.678 3202.296583 -5.92242
-111.566440 42.913561 453765.667278 4751371.552958 1852.408000 3202.348000 23.355394 0.863028 -34.335008 11.8941 0.678 3202.296583 -5.92242
-111.566469 42.913560 453763.308857 4751371.518639 1852.408000 3202.349000 23.355304 0.863028 -34.335008 11.8941 0.678 3202.297673 -5.92133
-111.566498 42.913560 453760.951020 4751371.486205 1852.408000 3202.351000 23.355304 0.863028 -34.335008 11.8941 0.678 3202.299673 -5.91933
-111.566527 42.913559 453758.593849 4751371.455766 1852.408000 3202.354000 23.355214 0.863028 -34.335008 11.8941 0.678 3202.302763 -5.91624
-111.566556 42.913559 453756.237266 4751371.427656 1852.408000 3202.357000 23.355214 0.863028 -34.335008 11.8941 0.678 3202.305763 -5.91324
-111.566585 42.913559 453753.881351 4751371.401875 1852.408000 3202.360000 23.355214 0.863028 -34.335008 11.8941 0.678 3202.308763 -5.91024
-111.566613 42.913558 453751.525943 4751371.378645 1852.408000 3202.365000 23.355124 0.863028 -34.335008 11.8941 0.677 3202.313853 -5.90615
-111.566642 42.913558 453749.171207 4751371.358187 1852.408000 3202.370000 23.355124 0.863028 -34.335008 11.8941 0.677 3202.318853 -5.90115
-111.566671 42.913558 453746.817061 4751371.340503 1852.408000 3202.375000 23.355124 0.863028 -34.335008 11.8941 0.677 3202.323853 -5.89615
-111.566700 42.913557 453744.463425 4751371.325926 1852.408000 3202.381000 23.355033 0.863028 -34.335008 11.8941 0.677 3202.329944 -5.89006
-111.566729 42.913557 453742.110463 4751371.314343 1852.408000 3202.388000 23.355033 0.863028 -34.335008 11.8941 0.677 3202.336944 -5.88306
-111.566758 42.913557 453739.758013 4751371.306200 1852.408000 3202.395000 23.355033 0.863028 -34.335008 11.8941 0.676 3202.343944 -5.87706
-111.566786 42.913557 453737.406157 4751371.301386 1852.408000 3202.402000 23.355033 0.863028 -34.335008 11.8941 0.676 3202.350944 -5.87006
-111.566815 42.913557 453735.054897 4751371.300122 1852.408000 3202.410000 23.355033 0.863028 -34.335008 11.8941 0.676 3202.358944 -5.86206
-111.566844 42.913556 453732.704151 4751371.302520 1852.408000 3202.418000 23.354943 0.863028 -34.335008 11.8941 0.676 3202.367034 -5.85397
-111.566873 42.913556 453730.354082 4751371.308579 1852.408000 3202.426000 23.354943 0.863028 -34.335008 11.8941 0.676 3202.375034 -5.84597
-111.566902 42.913556 453728.004611 4751371.318522 1852.408000 3202.435000 23.354943 0.863028 -34.335008 11.8941 0.675 3202.384034 -5.83797
-111.566930 42.913556 453725.655739 4751371.332459 1852.408000 3202.443000 23.354943 0.863028 -34.335008 11.8941 0.675 3202.392034 -5.82997
-111.566959 42.913556 453723.307546 4751371.350391 1852.408000 3202.452000 23.354943 0.863028 -34.335008 11.8941 0.675 3202.401034 -5.82097
-111.566988 42.913556 453720.959953 4751371.372539 1852.408000 3202.461000 23.354943 0.863028 -34.335008 11.8941 0.675 3202.410034 -5.81197
-111.567017 42.913557 453718.613041 4751371.398792 1852.408000 3202.470000 23.355033 0.863028 -34.335008 11.8941 0.675 3202.418944 -5.80306
-111.567045 42.913557 453716.266729 4751371.429373 1852.408000 3202.479000 23.355033 0.863028 -34.335008 11.8941 0.674 3202.427944 -5.79506
-111.567074 42.913557 453713.921263 4751371.464280 1852.408000 3202.488000 23.355033 0.863028 -34.335008 11.8941 0.674 3202.436944 -5.78606
-111.567103 42.913557 453711.576399 4751371.503737 1852.408000 3202.497000 23.355033 0.863028 -34.335008 11.8941 0.674 3202.445944 -5.77706
-111.567132 42.913557 453709.232299 4751371.547632 1852.408000 3202.505000 23.355033 0.863028 -34.335008 11.8941 0.674 3202.453944 -5.76906
-111.567160 42.913558 453706.888966 4751371.596187 1852.408000 3202.514000 23.355124 0.863028 -34.335008 11.8941 0.673 3202.462853 -5.76115
-111.567189 42.913558 453704.546479 4751371.649290 1852.408000 3202.522000 23.355124 0.863028 -34.335008 11.8941 0.673 3202.470853 -5.75315
-111.567218 42.913558 453702.204678 4751371.707275 1852.408000 3202.529000 23.355124 0.863028 -34.335008 11.8941 0.673 3202.477853 -5.74615
-111.567246 42.913559 453699.863725 4751371.769920 1852.408000 3202.537000 23.355214 0.863028 -34.335008 11.8941 0.673 3202.485763 -5.73824
-111.567275 42.913559 453697.523622 4751371.837446 1852.408000 3202.543000 23.355214 0.863028 -34.335008 11.8941 0.673 3202.491763 -5.73224
-111.567304 42.913560 453695.184286 4751371.909965 1852.408000 3202.549000 23.355304 0.863028 -34.335008 11.8941 0.673 3202.497673 -5.72633
-111.567332 42.913560 453692.845882 4751371.987364 1852.408000 3202.554000 23.355304 0.863028 -34.335008 11.8941 0.672 3202.502673 -5.72233
-111.567361 42.913561 453690.508328 4751372.069868 1852.408000 3202.559000 23.355394 0.863028 -34.335008 11.8941 0.672 3202.507583 -5.71742
-111.567390 42.913561 453688.171543 4751372.157475 1852.408000 3202.562000 23.355394 0.863028 -34.335008 11.8941 0.672 3202.510583 -5.71442
-111.567418 42.913562 453685.835690 4751372.250185 1852.408000 3202.565000 23.355485 0.863028 -34.335008 11.8941 0.672 3202.513492 -5.71151
-111.567447 42.913563 453683.500689 4751372.347999 1852.408000 3202.566000 23.355575 0.863028 -34.335008 11.8941 0.672 3202.514402 -5.7106
-111.567476 42.913564 453681.166457 4751372.451027 1852.408000 3202.566000 23.355665 0.863028 -34.335008 11.8941 0.671 3202.514312 -5.71169
-111.567504 42.913565 453678.833076 4751372.559159 1852.408000 3202.565000 23.355755 0.863028 -34.335008 11.8941 0.671 3202.513222 -5.71278
-111.567533 42.913565 453676.500546 4751372.672506 1852.408000 3202.562000 23.355755 0.863028 -34.335008 11.8941 0.671 3202.510222 -5.71578
-111.567561 42.913566 453674.168785 4751372.790956 1852.408000 3202.557000 23.355846 0.863028 -34.335008 11.8941 0.671 3202.505131 -5.72087
-111.567590 42.913567 453671.837795 4751372.914622 1852.408000 3202.551000 23.355936 0.863028 -34.335008 11.8941 0.671 3202.499041 -5.72696
-111.567618 42.913568 453669.507572 4751373.043170 1852.408000 3202.543000 23.356026 0.863028 -34.335008 11.8941 0.671 3202.490951 -5.73505
-111.567647 42.913569 453667.178036 4751373.176711 1852.408000 3202.533000 23.356116 0.863028 -34.335008 11.8941 0.671 3202.480861 -5.74514
-111.567675 42.913571 453664.849104 4751373.315135 1852.408000 3202.522000 23.356297 0.863028 -34.335008 11.8941 0.671 3202.469680 -5.75632
-111.567704 42.913572 453662.520857 4751373.458330 1852.408000 3202.509000 23.356387 0.863028 -34.335008 11.8941 0.670 3202.456590 -5.77041
-111.567733 42.913573 453660.193130 4751373.605965 1852.408000 3202.493000 23.356477 0.863028 -34.335008 11.8941 0.670 3202.440500 -5.7865
-111.567761 42.913574 453657.865923 4751373.758039 1852.408000 3202.476000 23.356568 0.863028 -34.335008 11.8941 0.670 3202.423409 -5.80359
-111.567790 42.913575 453655.539153 4751373.914331 1852.408000 3202.457000 23.356658 0.863028 -34.335008 11.8941 0.670 3202.404319 -5.82268
-111.567818 42.913577 453653.212817 4751374.074508 1852.408000 3202.437000 23.356838 0.863028 -34.335008 11.8941 0.670 3202.384139 -5.84286
-111.567847 42.913578 453650.886833 4751374.238459 1852.408000 3202.415000 23.356929 0.863028 -34.335008 11.8941 0.670 3202.362048 -5.86495
-111.567875 42.913579 453648.561117 4751374.405740 1852.408000 3202.391000 23.357019 0.863028 -34.335008 11.8941 0.669 3202.337958 -5.89004
-111.567904 42.913581 453646.235504 4751374.576242 1852.408000 3202.366000 23.357199 0.863028 -34.335008 11.8941 0.669 3202.312778 -5.91522
-111.567932 42.913582 453643.910154 4751374.749408 1852.408000 3202.340000 23.357290 0.863028 -34.335008 11.8941 0.669 3202.286687 -5.94131
-111.567961 42.913584 453641.584740 4751374.925130 1852.408000 3202.313000 23.357470 0.863028 -34.335008 11.8941 0.669 3202.259507 -5.96849
-111.567989 42.913585 453639.259421 4751375.102851 1852.408000 3202.285000 23.357560 0.863028 -34.335008 11.8941 0.669 3202.231417 -5.99658
-111.568018 42.913587 453636.933950 4751375.282239 1852.408000 3202.256000 23.357741 0.863028 -34.335008 11.8941 0.669 3202.202236 -6.02576
-111.568046 42.913588 453634.608325 4751375.462962 1852.408000 3202.227000 23.357831 0.863028 -34.335008 11.8941 0.669 3202.173146 -6.05485
-111.568075 42.913589 453632.282462 4751375.644576 1852.408000 3202.198000 23.357921 0.863028 -34.335008 11.8941 0.668 3202.144056 -6.08494
-111.568103 42.913591 453629.956356 4751375.826636 1852.408000 3202.169000 23.358102 0.863028 -34.335008 11.8941 0.668 3202.114875 -6.11412
-111.568132 42.913592 453627.629843 4751376.008811 1852.408000 3202.141000 23.358192 0.863028 -34.335008 11.8941 0.668 3202.086785 -6.14222
