Long Lat Easting Northing Elev ObsGrav TheoreticalCorr AtmosphericCorr FreeAirCorr BougerABCorr TerrCorr TCBougGrav TCBougAn
-111.579047 42.876589 452708.404891 4747272.917262 1852.408000 3190.699000 20.019115 0.863028 -34.335040 11.8941 0.561 3193.983893 -14.3521
-111.579045 42.876610 452708.578618 4747275.269362 1852.408000 3190.705000 20.021010 0.863028 -34.335040 11.8941 0.561 3193.987998 -14.348
-111.579043 42.876631 452708.755284 4747277.621330 1852.408000 3190.715000 20.022905 0.863028 -34.335040 11.8941 0.561 3193.996103 -14.3399
-111.579041 42.876652 452708.935134 4747279.973054 1852.408000 3190.727000 20.024800 0.863028 -34.335040 11.8941 0.561 3194.006209 -14.3298
-111.579039 42.876673 452709.118331 4747282.324644 1852.408000 3190.741000 20.026695 0.863028 -34.335040 11.8941 0.561 3194.018314 -14.3177
-111.579037 42.876694 452709.305365 4747284.675874 1852.408000 3190.759000 20.028590 0.863028 -34.335040 11.8941 0.560 3194.034419 -14.3026
-111.579035 42.876716 452709.496397 4747287.026633 1852.408000 3190.778000 20.030575 0.863028 -34.335040 11.8941 0.560 3194.051434 -14.2856
-111.579033 42.876737 452709.691674 4747289.377029 1852.408000 3190.800000 20.032470 0.863028 -34.335040 11.8941 0.560 3194.071539 -14.2655
-111.579031 42.876758 452709.891438 4747291.726840 1852.408000 3190.823000 20.034365 0.863028 -34.335040 11.8941 0.560 3194.092644 -14.2444
-111.579028 42.876779 452710.096099 4747294.076061 1852.408000 3190.848000 20.036260 0.863028 -34.335040 11.8941 0.560 3194.115749 -14.2213
-111.579026 42.876800 452710.305738 4747296.424693 1852.408000 3190.873000 20.038154 0.863028 -34.335040 11.8941 0.560 3194.138854 -14.1981
-111.579024 42.876822 452710.520600 4747298.772623 1852.408000 3190.899000 20.040140 0.863028 -34.335040 11.8941 0.560 3194.162869 -14.1741
-111.579021 42.876843 452710.740846 4747301.119738 1852.408000 3190.926000 20.042035 0.863028 -34.335040 11.8941 0.560 3194.187974 -14.149
-111.579018 42.876864 452710.966722 4747303.466038 1852.408000 3190.952000 20.043929 0.863028 -34.335040 11.8941 0.560 3194.212079 -14.1249
-111.579016 42.876885 452711.198227 4747305.811410 1852.408000 3190.977000 20.045824 0.863028 -34.335040 11.8941 0.560 3194.235184 -14.1018
-111.579013 42.876906 452711.435525 4747308.155965 1852.408000 3191.002000 20.047719 0.863028 -34.335039 11.8941 0.560 3194.258289 -14.0787
-111.579010 42.876927 452711.678615 4747310.499481 1852.408000 3191.025000 20.049614 0.863028 -34.335039 11.8941 0.560 3194.279394 -14.0576
-111.579007 42.876948 452711.927578 4747312.841957 1852.408000 3191.046000 20.051509 0.863028 -34.335039 11.8941 0.560 3194.298499 -14.0385
-111.579005 42.876969 452712.182170 4747315.183506 1852.408000 3191.065000 20.053404 0.863028 -34.335039 11.8941 0.560 3194.315604 -14.0214
-111.579002 42.876990 452712.442472 4747317.523905 1852.408000 3191.082000 20.055299 0.863028 -34.335039 11.8941 0.560 3194.330709 -14.0063
-111.578998 42.877012 452712.708237 4747319.863156 1852.408000 3191.096000 20.057284 0.863028 -34.335039 11.8941 0.560 3194.342724 -13.9943
-111.578995 42.877033 452712.979304 4747322.201371 1852.408000 3191.108000 20.059179 0.863028 -34.335039 11.8941 0.559 3194.352829 -13.9852
-111.578992 42.877054 452713.255428 4747324.538552 1852.408000 3191.116000 20.061074 0.863028 -34.335039 11.8941 0.559 3194.358934 -13.9791
-111.578989 42.877075 452713.536362 4747326.874589 1852.408000 3191.122000 20.062969 0.863028 -34.335039 11.8941 0.559 3194.363039 -13.975
-111.578986 42.877096 452713.821618 4747329.209486 1852.408000 3191.125000 20.064864 0.863028 -34.335039 11.8941 0.559 3194.364144 -13.9739
-111.578982 42.877117 452714.110949 4747331.543356 1852.408000 3191.125000 20.066759 0.863028 -34.335039 11.8941 0.559 3194.362250 -13.9758
-111.578979 42.877138 452714.403867 4747333.876201 1852.408000 3191.122000 20.068653 0.863028 -34.335039 11.8941 0.559 3194.357355 -13.9806
-111.578975 42.877159 452714.699963 4747336.207914 1852.408000 3191.117000 20.070548 0.863028 -34.335039 11.8941 0.559 3194.350460 -13.9875
-111.578972 42.877180 452714.998666 4747338.538721 1852.408000 3191.109000 20.072443 0.863028 -34.335039 11.8941 0.559 3194.340565 -13.9974
-111.578969 42.877201 452715.299486 4747340.868625 1852.408000 3191.099000 20.074338 0.863028 -34.335039 11.8941 0.559 3194.328670 -14.0093
-111.578965 42.877222 452715.601769 4747343.197630 1852.408000 3191.088000 20.076233 0.863028 -34.335039 11.8941 0.559 3194.315775 -14.0222
-111.578962 42.877243 452715.905108 4747345.525740 1852.408000 3191.075000 20.078128 0.863028 -34.335039 11.8941 0.559 3194.300880 -14.0371
-111.578958 42.877264 452716.208769 4747347.853182 1852.408000 3191.061000 20.080023 0.863028 -34.335039 11.8941 0.559 3194.284985 -14.053
-111.578954 42.877285 452716.512098 4747350.179848 1852.408000 3191.046000 20.081918 0.863028 -34.335039 11.8941 0.559 3194.268090 -14.0699
-111.578951 42.877306 452716.814605 4747352.505853 1852.408000 3191.032000 20.083813 0.863028 -34.335039 11.8941 0.559 3194.252195 -14.0858
-111.578947 42.877327 452717.115476 4747354.831426 1852.408000 3191.018000 20.085708 0.863028 -34.335039 11.8941 0.559 3194.236300 -14.1017
-111.578944 42.877348 452717.414301 4747357.156457 1852.408000 3191.004000 20.087602 0.863028 -34.335039 11.8941 0.559 3194.220405 -14.1176
-111.578941 42.877369 452717.710345 4747359.481064 1852.408000 3190.992000 20.089497 0.863028 -34.335039 11.8941 0.558 3194.206510 -14.1325
-111.578937 42.877390 452718.003039 4747361.805360 1852.408000 3190.982000 20.091392 0.863028 -34.335039 11.8941 0.558 3194.194616 -14.1444
-111.578934 42.877411 452718.291730 4747364.129462 1852.408000 3190.973000 20.093287 0.863028 -34.335039 11.8941 0.558 3194.183721 -14.1553
-111.578931 42.877431 452718.575845 4747366.453484 1852.408000 3190.967000 20.095092 0.863028 -34.335039 11.8941 0.558 3194.175916 -14.1631
-111.578927 42.877452 452718.854977 4747368.777318 1852.408000 3190.964000 20.096987 0.863028 -34.335039 11.8941 0.558 3194.171021 -14.168
-111.578924 42.877473 452719.128475 4747371.101303 1852.408000 3190.964000 20.098882 0.863028 -34.335039 11.8941 0.558 3194.169126 -14.1699
-111.578921 42.877494 452719.395929 4747373.425328 1852.408000 3190.967000 20.100777 0.863028 -34.335039 11.8941 0.558 3194.170231 -14.1688
-111.578918 42.877515 452719.656849 4747375.749510 1852.408000 3190.974000 20.102672 0.863028 -34.335039 11.8941 0.558 3194.175336 -14.1637
-111.578915 42.877536 452719.910830 4747378.074073 1852.408000 3190.984000 20.104566 0.863028 -34.335039 11.8941 0.558 3194.183441 -14.1556
-111.578912 42.877557 452720.157626 4747380.398907 1852.408000 3190.998000 20.106461 0.863028 -34.335039 11.8941 0.558 3194.195546 -14.1435
-111.578910 42.877578 452720.396747 4747382.724238 1852.408000 3191.016000 20.108356 0.863028 -34.335039 11.8941 0.558 3194.211651 -14.1273
-111.578907 42.877599 452720.628030 4747385.050067 1852.408000 3191.037000 20.110251 0.863028 -34.335039 11.8941 0.558 3194.230757 -14.1082
-111.578904 42.877620 452720.851232 4747387.376507 1852.408000 3191.061000 20.112146 0.863028 -34.335039 11.8941 0.558 3194.252862 -14.0861
-111.578902 42.877641 452721.066189 4747389.703559 1852.408000 3191.088000 20.114041 0.863028 -34.335039 11.8941 0.558 3194.277967 -14.061
-111.578900 42.877662 452721.272657 4747392.031336 1852.408000 3191.119000 20.115936 0.863028 -34.335039 11.8941 0.558 3194.307072 -14.0319
-111.578897 42.877683 452721.470555 4747394.359949 1852.408000 3191.151000 20.117831 0.863028 -34.335039 11.8941 0.558 3194.337177 -14.0018
-111.578895 42.877704 452721.659964 4747396.689397 1852.408000 3191.186000 20.119726 0.863028 -34.335039 11.8941 0.558 3194.370282 -13.9687
-111.578893 42.877725 452721.840721 4747399.019683 1852.408000 3191.223000 20.121621 0.863028 -34.335039 11.8941 0.558 3194.405387 -13.9336
-111.578891 42.877746 452722.012910 4747401.351027 1852.408000 3191.261000 20.123515 0.863028 -34.335039 11.8941 0.558 3194.441492 -13.8975
-111.578890 42.877767 452722.176611 4747403.683317 1852.408000 3191.300000 20.125410 0.863028 -34.335039 11.8941 0.557 3194.478597 -13.8614
-111.578888 42.877788 452722.331826 4747406.016777 1852.408000 3191.339000 20.127305 0.863028 -34.335039 11.8941 0.557 3194.515702 -13.8243
-111.578886 42.877809 452722.478880 4747408.351181 1852.408000 3191.378000 20.129200 0.863028 -34.335039 11.8941 0.557 3194.552807 -13.7872
-111.578885 42.877830 452722.617775 4747410.686863 1852.408000 3191.416000 20.131095 0.863028 -34.335039 11.8941 0.557 3194.588912 -13.7511
-111.578883 42.877851 452722.748756 4747413.023710 1852.408000 3191.453000 20.132990 0.863028 -34.335039 11.8941 0.557 3194.624017 -13.716
-111.578882 42.877872 452722.872068 4747415.361720 1852.408000 3191.489000 20.134885 0.863028 -34.335039 11.8941 0.557 3194.658123 -13.6819
-111.578881 42.877893 452722.987956 4747417.701113 1852.408000 3191.522000 20.136780 0.863028 -34.335039 11.8941 0.557 3194.689228 -13.6508
-111.578880 42.877914 452723.096584 4747420.041667 1852.408000 3191.553000 20.138675 0.863028 -34.335039 11.8941 0.557 3194.718333 -13.6217
-111.578879 42.877935 452723.198360 4747422.383601 1852.408000 3191.582000 20.140570 0.863028 -34.335039 11.8941 0.557 3194.745438 -13.5946
-111.578878 42.877956 452723.293367 4747424.726914 1852.408000 3191.607000 20.142465 0.863028 -34.335039 11.8941 0.557 3194.768543 -13.5715
-111.578877 42.877978 452723.382176 4747427.071602 1852.408000 3191.629000 20.144450 0.863028 -34.335039 11.8941 0.557 3194.788558 -13.5514
-111.578876 42.877999 452723.464787 4747429.417666 1852.408000 3191.648000 20.146345 0.863028 -34.335039 11.8941 0.557 3194.805663 -13.5343
-111.578875 42.878020 452723.541773 4747431.765101 1852.408000 3191.662000 20.148240 0.863028 -34.335039 11.8941 0.557 3194.817768 -13.5222
-111.578875 42.878041 452723.613296 4747434.114017 1852.408000 3191.674000 20.150134 0.863028 -34.335039 11.8941 0.557 3194.827873 -13.5121
-111.578874 42.878062 452723.679601 4747436.464301 1852.408000 3191.681000 20.152029 0.863028 -34.335038 11.8941 0.557 3194.832978 -13.507
-111.578873 42.878083 452723.741181 4747438.816173 1852.408000 3191.685000 20.153924 0.863028 -34.335038 11.8941 0.557 3194.835083 -13.5049
-111.578873 42.878105 452723.798196 4747441.169409 1852.408000 3191.685000 20.155909 0.863028 -34.335038 11.8941 0.557 3194.833098 -13.5069
-111.578872 42.878126 452723.850892 4747443.524118 1852.408000 3191.682000 20.157804 0.863028 -34.335038 11.8941 0.557 3194.828203 -13.5118
-111.578872 42.878147 452723.899678 4747445.880297 1852.408000 3191.676000 20.159699 0.863028 -34.335038 11.8941 0.557 3194.820308 -13.5197
-111.578872 42.878168 452723.944718 4747448.238057 1852.408000 3191.667000 20.161594 0.863028 -34.335038 11.8941 0.557 3194.809413 -13.5306
-111.578871 42.878189 452723.986337 4747450.597174 1852.408000 3191.655000 20.163489 0.863028 -34.335038 11.8941 0.557 3194.795518 -13.5445
-111.578871 42.878211 452724.024782 4747452.957867 1852.408000 3191.641000 20.165474 0.863028 -34.335038 11.8941 0.557 3194.779533 -13.5605
-111.578871 42.878232 452724.060215 4747455.320024 1852.408000 3191.625000 20.167369 0.863028 -34.335038 11.8941 0.557 3194.761638 -13.5784
-111.578871 42.878253 452724.092881 4747457.683644 1852.408000 3191.607000 20.169264 0.863028 -34.335038 11.8941 0.557 3194.741743 -13.5983
-111.578871 42.878275 452724.122943 4747460.048725 1852.408000 3191.589000 20.171249 0.863028 -34.335038 11.8941 0.557 3194.721758 -13.6182
-111.578870 42.878296 452724.150729 4747462.415266 1852.408000 3191.569000 20.173144 0.863028 -34.335038 11.8941 0.556 3194.699863 -13.6411
-111.578870 42.878317 452724.176238 4747464.783266 1852.408000 3191.550000 20.175039 0.863028 -34.335038 11.8941 0.556 3194.678968 -13.662
-111.578870 42.878339 452724.199715 4747467.152724 1852.408000 3191.530000 20.177024 0.863028 -34.335038 11.8941 0.557 3194.656983 -13.683
-111.578870 42.878360 452724.221242 4747469.523639 1852.408000 3191.510000 20.178919 0.863028 -34.335038 11.8941 0.556 3194.635088 -13.7059
-111.578870 42.878381 452724.241063 4747471.896009 1852.408000 3191.492000 20.180814 0.863028 -34.335038 11.8941 0.557 3194.615193 -13.7248
-111.578870 42.878403 452724.259179 4747474.269724 1852.408000 3191.474000 20.182799 0.863028 -34.335038 11.8941 0.556 3194.595208 -13.7458
-111.578870 42.878424 452724.275671 4747476.644782 1852.408000 3191.458000 20.184694 0.863028 -34.335038 11.8941 0.557 3194.577313 -13.7627
-111.578870 42.878445 452724.290784 4747479.021294 1852.408000 3191.443000 20.186589 0.863028 -34.335038 11.8941 0.556 3194.560418 -13.7806
-111.578870 42.878467 452724.304436 4747481.399037 1852.408000 3191.430000 20.188574 0.863028 -34.335038 11.8941 0.556 3194.545433 -13.7956
-111.578870 42.878488 452724.316790 4747483.778122 1852.408000 3191.419000 20.190469 0.863028 -34.335038 11.8941 0.556 3194.532538 -13.8085
-111.578870 42.878510 452724.327764 4747486.158549 1852.408000 3191.409000 20.192454 0.863028 -34.335038 11.8941 0.556 3194.520553 -13.8204
-111.578870 42.878531 452724.337604 4747488.540205 1852.408000 3191.402000 20.194349 0.863028 -34.335038 11.8941 0.556 3194.511658 -13.8293
-111.578870 42.878553 452724.346146 4747490.923092 1852.408000 3191.397000 20.196334 0.863028 -34.335038 11.8941 0.556 3194.504673 -13.8363
-111.578871 42.878574 452724.353634 4747493.307208 1852.408000 3191.394000 20.198229 0.863028 -34.335038 11.8941 0.556 3194.499778 -13.8412
-111.578871 42.878596 452724.359905 4747495.692442 1852.408000 3191.393000 20.200214 0.863028 -34.335038 11.8941 0.556 3194.496793 -13.8442
-111.578871 42.878617 452724.365041 4747498.078906 1852.408000 3191.394000 20.202109 0.863028 -34.335038 11.8941 0.556 3194.495898 -13.8451
-111.578871 42.878639 452724.369122 4747500.466377 1852.408000 3191.396000 20.204094 0.863028 -34.335038 11.8941 0.556 3194.495912 -13.8451
-111.578871 42.878660 452724.372067 4747502.854966 1852.408000 3191.401000 20.205989 0.863028 -34.335038 11.8941 0.556 3194.499018 -13.842
-111.578871 42.878682 452724.373958 4747505.244561 1852.408000 3191.406000 20.207974 0.863028 -34.335038 11.8941 0.556 3194.502032 -13.839
-111.578871 42.878703 452724.374711 4747507.635053 1852.408000 3191.413000 20.209869 0.863028 -34.335038 11.8941 0.556 3194.507137 -13.8339
-111.578872 42.878725 452724.374491 4747510.026551 1852.408000 3191.420000 20.211854 0.863028 -34.335038 11.8941 0.556 3194.512152 -13.8288
-111.578872 42.878746 452724.373135 4747512.419057 1852.408000 3191.428000 20.213749 0.863028 -34.335038 11.8941 0.556 3194.518257 -13.8227
-111.578872 42.878768 452724.370804 4747514.812346 1852.408000 3191.437000 20.215734 0.863028 -34.335038 11.8941 0.556 3194.525272 -13.8157
-111.578872 42.878789 452724.367417 4747517.206420 1852.408000 3191.446000 20.217629 0.863028 -34.335038 11.8941 0.556 3194.532377 -13.8086
-111.578873 42.878811 452724.363055 4747519.601278 1852.408000 3191.454000 20.219615 0.863028 -34.335038 11.8941 0.556 3194.538392 -13.8026
-111.578873 42.878832 452724.357637 4747521.996921 1852.408000 3191.462000 20.221509 0.863028 -34.335038 11.8941 0.556 3194.544497 -13.7965
-111.578873 42.878854 452724.351325 4747524.393236 1852.408000 3191.470000 20.223495 0.863028 -34.335038 11.8941 0.556 3194.550512 -13.7905
-111.578873 42.878876 452724.344119 4747526.790224 1852.408000 3191.477000 20.225480 0.863028 -34.335038 11.8941 0.556 3194.555527 -13.7855
-111.578874 42.878897 452724.335938 4747529.187885 1852.408000 3191.483000 20.227375 0.863028 -34.335038 11.8941 0.556 3194.559632 -13.7814
-111.578874 42.878919 452724.326943 4747531.585995 1852.408000 3191.488000 20.229360 0.863028 -34.335038 11.8941 0.556 3194.562647 -13.7784
-111.578874 42.878940 452724.317218 4747533.984777 1852.408000 3191.491000 20.231255 0.863028 -34.335038 11.8941 0.556 3194.563752 -13.7772
-111.578875 42.878962 452724.306761 4747536.384008 1852.408000 3191.494000 20.233240 0.863028 -34.335038 11.8941 0.556 3194.564767 -13.7762
-111.578875 42.878984 452724.295572 4747538.783688 1852.408000 3191.495000 20.235225 0.863028 -34.335038 11.8941 0.556 3194.563781 -13.7772
-111.578875 42.879005 452724.283814 4747541.183817 1852.408000 3191.495000 20.237120 0.863028 -34.335038 11.8941 0.556 3194.561887 -13.7791
-111.578876 42.879027 452724.271570 4747543.584393 1852.408000 3191.493000 20.239105 0.863028 -34.335038 11.8941 0.556 3194.557901 -13.7831
-111.578876 42.879048 452724.258919 4747545.985305 1852.408000 3191.490000 20.241000 0.863028 -34.335038 11.8941 0.556 3194.553006 -13.788
-111.578876 42.879070 452724.245944 4747548.386552 1852.408000 3191.486000 20.242985 0.863028 -34.335038 11.8941 0.556 3194.547021 -13.794
-111.578877 42.879092 452724.232809 4747550.788245 1852.408000 3191.481000 20.244970 0.863028 -34.335038 11.8941 0.556 3194.540036 -13.801
-111.578877 42.879113 452724.219511 4747553.190050 1852.408000 3191.475000 20.246865 0.863028 -34.335038 11.8941 0.556 3194.532141 -13.8089
-111.578878 42.879135 452724.206298 4747555.592299 1852.408000 3191.468000 20.248850 0.863028 -34.335038 11.8941 0.556 3194.523156 -13.8178
-111.578878 42.879157 452724.193168 4747557.994658 1852.408000 3191.461000 20.250836 0.863028 -34.335038 11.8941 0.556 3194.514171 -13.8268
-111.578878 42.879178 452724.180366 4747560.397347 1852.408000 3191.453000 20.252730 0.863028 -34.335038 11.8941 0.556 3194.504276 -13.8367
-111.578879 42.879200 452724.167974 4747562.800257 1852.408000 3191.445000 20.254716 0.863028 -34.335038 11.8941 0.556 3194.494291 -13.8467
-111.578879 42.879222 452724.156156 4747565.203384 1852.408000 3191.437000 20.256701 0.863028 -34.335038 11.8941 0.556 3194.484306 -13.8567
-111.578879 42.879243 452724.144992 4747567.606729 1852.408000 3191.430000 20.258596 0.863028 -34.335037 11.8941 0.556 3194.475411 -13.8656
-111.578880 42.879265 452724.134646 4747570.010179 1852.408000 3191.423000 20.260581 0.863028 -34.335037 11.8941 0.556 3194.466425 -13.8746
-111.578880 42.879286 452724.125282 4747572.413845 1852.408000 3191.417000 20.262476 0.863028 -34.335037 11.8941 0.556 3194.458531 -13.8825
-111.578880 42.879308 452724.117062 4747574.817725 1852.408000 3191.412000 20.264461 0.863028 -34.335037 11.8941 0.556 3194.451545 -13.8895
-111.578881 42.879330 452724.110150 4747577.221707 1852.408000 3191.409000 20.266446 0.863028 -34.335037 11.8941 0.556 3194.446560 -13.8944
-111.578881 42.879351 452724.104628 4747579.625902 1852.408000 3191.406000 20.268341 0.863028 -34.335037 11.8941 0.556 3194.441665 -13.8993
-111.578881 42.879373 452724.100577 4747582.030198 1852.408000 3191.405000 20.270326 0.863028 -34.335037 11.8941 0.556 3194.438680 -13.9023
-111.578881 42.879395 452724.098160 4747584.434704 1852.408000 3191.406000 20.272311 0.863028 -34.335037 11.8941 0.556 3194.437695 -13.9033
-111.578882 42.879416 452724.097541 4747586.839309 1852.408000 3191.409000 20.274206 0.863028 -34.335037 11.8941 0.556 3194.438800 -13.9022
-111.578882 42.879438 452724.098801 4747589.244013 1852.408000 3191.413000 20.276191 0.863028 -34.335037 11.8941 0.556 3194.440815 -13.9002
-111.578882 42.879460 452724.102022 4747591.648814 1852.408000 3191.419000 20.278176 0.863028 -34.335037 11.8941 0.556 3194.444830 -13.8962
-111.578882 42.879481 452724.107368 4747594.053822 1852.408000 3191.427000 20.280071 0.863028 -34.335037 11.8941 0.556 3194.450935 -13.8901
-111.578882 42.879503 452724.114756 4747596.458928 1852.408000 3191.436000 20.282057 0.863028 -34.335037 11.8941 0.556 3194.457950 -13.8831
-111.578882 42.879525 452724.124350 4747598.864129 1852.408000 3191.447000 20.284042 0.863028 -34.335037 11.8941 0.556 3194.466964 -13.874
-111.578882 42.879546 452724.136231 4747601.269315 1852.408000 3191.459000 20.285937 0.863028 -34.335037 11.8941 0.556 3194.477069 -13.8639
-111.578882 42.879568 452724.150400 4747603.674707 1852.408000 3191.472000 20.287922 0.863028 -34.335037 11.8941 0.556 3194.488084 -13.8529
-111.578882 42.879590 452724.166774 4747606.079972 1852.408000 3191.486000 20.289907 0.863028 -34.335037 11.8941 0.556 3194.500099 -13.8409
-111.578882 42.879611 452724.185517 4747608.485444 1852.408000 3191.500000 20.291802 0.863028 -34.335037 11.8941 0.556 3194.512204 -13.8288
-111.578882 42.879633 452724.206546 4747610.890789 1852.408000 3191.515000 20.293787 0.863028 -34.335037 11.8941 0.556 3194.525219 -13.8158
-111.578882 42.879655 452724.229781 4747613.296230 1852.408000 3191.529000 20.295772 0.863028 -34.335037 11.8941 0.556 3194.537234 -13.8038
-111.578882 42.879676 452724.255303 4747615.701655 1852.408000 3191.542000 20.297667 0.863028 -34.335037 11.8941 0.556 3194.548339 -13.7927
-111.578882 42.879698 452724.282947 4747618.106954 1852.408000 3191.554000 20.299652 0.863028 -34.335037 11.8941 0.556 3194.558354 -13.7826
-111.578882 42.879720 452724.312632 4747620.512128 1852.408000 3191.565000 20.301637 0.863028 -34.335037 11.8941 0.556 3194.567369 -13.7736
-111.578882 42.879741 452724.344358 4747622.917178 1852.408000 3191.573000 20.303532 0.863028 -34.335037 11.8941 0.556 3194.573474 -13.7675
-111.578881 42.879763 452724.377962 4747625.322103 1852.408000 3191.579000 20.305517 0.863028 -34.335037 11.8941 0.556 3194.577488 -13.7635
-111.578881 42.879785 452724.413360 4747627.726794 1852.408000 3191.582000 20.307503 0.863028 -34.335037 11.8941 0.556 3194.578503 -13.7625
-111.578881 42.879806 452724.450473 4747630.131251 1852.408000 3191.582000 20.309397 0.863028 -34.335037 11.8941 0.557 3194.576608 -13.7634
-111.578881 42.879828 452724.489135 4747632.535475 1852.408000 3191.577000 20.311383 0.863028 -34.335037 11.8941 0.557 3194.569623 -13.7704
-111.578880 42.879849 452724.529184 4747634.939357 1852.408000 3191.569000 20.313278 0.863028 -34.335037 11.8941 0.557 3194.559728 -13.7803
-111.578880 42.879871 452724.570536 4747637.342896 1852.408000 3191.557000 20.315263 0.863028 -34.335037 11.8941 0.557 3194.545743 -13.7943
-111.578880 42.879893 452724.613030 4747639.745984 1852.408000 3191.539000 20.317248 0.863028 -34.335037 11.8941 0.557 3194.525758 -13.8142
-111.578879 42.879914 452724.656500 4747642.148620 1852.408000 3191.517000 20.319143 0.863028 -34.335037 11.8941 0.557 3194.501863 -13.8381
-111.578879 42.879936 452724.700865 4747644.550806 1852.408000 3191.490000 20.321128 0.863028 -34.335037 11.8941 0.557 3194.472878 -13.8671
-111.578879 42.879958 452724.745881 4747646.952544 1852.408000 3191.458000 20.323113 0.863028 -34.335037 11.8941 0.557 3194.438893 -13.9011
-111.578878 42.879979 452724.791382 4747649.353612 1852.408000 3191.421000 20.325008 0.863028 -34.335037 11.8941 0.557 3194.399998 -13.94
-111.578878 42.880001 452724.837368 4747651.754010 1852.408000 3191.378000 20.326993 0.863028 -34.335037 11.8941 0.557 3194.355012 -13.985
-111.578878 42.880023 452724.883514 4747654.153852 1852.408000 3191.331000 20.328978 0.863028 -34.335037 11.8941 0.557 3194.306027 -14.034
-111.578877 42.880044 452724.929900 4747656.552914 1852.408000 3191.280000 20.330873 0.863028 -34.335037 11.8941 0.557 3194.253132 -14.0869
-111.578877 42.880066 452724.976199 4747658.951312 1852.408000 3191.224000 20.332858 0.863028 -34.335037 11.8941 0.557 3194.195147 -14.1449
-111.578876 42.880087 452725.022411 4747661.348932 1852.408000 3191.165000 20.334753 0.863028 -34.335037 11.8941 0.557 3194.134252 -14.2057
-111.578876 42.880109 452725.068291 4747663.745666 1852.408000 3191.101000 20.336738 0.863028 -34.335037 11.8941 0.557 3194.068267 -14.2717
-111.578876 42.880131 452725.113920 4747666.141625 1852.408000 3191.035000 20.338724 0.863028 -34.335037 11.8941 0.557 3194.000282 -14.3397
-111.578875 42.880152 452725.159134 4747668.536587 1852.408000 3190.967000 20.340619 0.863028 -34.335037 11.8941 0.557 3193.930387 -14.4096
-111.578875 42.880174 452725.203771 4747670.930776 1852.408000 3190.897000 20.342604 0.863028 -34.335037 11.8941 0.557 3193.858402 -14.4816
-111.578875 42.880195 452725.247829 4747673.323969 1852.408000 3190.825000 20.344499 0.863028 -34.335037 11.8941 0.557 3193.784507 -14.5555
-111.578874 42.880217 452725.291146 4747675.716168 1852.408000 3190.753000 20.346484 0.863028 -34.335037 11.8941 0.557 3193.710522 -14.6295
-111.578874 42.880238 452725.333803 4747678.107483 1852.408000 3190.681000 20.348379 0.863028 -34.335037 11.8941 0.557 3193.636627 -14.7034
-111.578874 42.880260 452725.375717 4747680.497692 1852.408000 3190.610000 20.350364 0.863028 -34.335037 11.8941 0.557 3193.563642 -14.7764
-111.578873 42.880281 452725.416889 4747682.886907 1852.408000 3190.541000 20.352259 0.863028 -34.335037 11.8941 0.557 3193.492747 -14.8473
-111.578873 42.880303 452725.457156 4747685.275018 1852.408000 3190.473000 20.354244 0.863028 -34.335037 11.8941 0.557 3193.422761 -14.9172
-111.578873 42.880324 452725.496599 4747687.662136 1852.408000 3190.408000 20.356139 0.863028 -34.335037 11.8941 0.557 3193.355866 -14.9841
-111.578873 42.880346 452725.535218 4747690.048259 1852.408000 3190.346000 20.358124 0.863028 -34.335037 11.8941 0.557 3193.291881 -15.0481
-111.578872 42.880367 452725.573013 4747692.433166 1852.408000 3190.288000 20.360019 0.863028 -34.335037 11.8941 0.557 3193.231986 -15.108
-111.578872 42.880389 452725.609983 4747694.817080 1852.408000 3190.233000 20.362004 0.863028 -34.335037 11.8941 0.557 3193.175001 -15.165
-111.578872 42.880410 452725.646130 4747697.199889 1852.408000 3190.184000 20.363899 0.863028 -34.335036 11.8941 0.557 3193.124106 -15.2159
-111.578872 42.880432 452725.681453 4747699.581704 1852.408000 3190.139000 20.365884 0.863028 -34.335036 11.8941 0.557 3193.077121 -15.2629
-111.578871 42.880453 452725.716032 4747701.962302 1852.408000 3190.099000 20.367779 0.863028 -34.335036 11.8941 0.557 3193.035226 -15.3048
-111.578871 42.880475 452725.749952 4747704.341906 1852.408000 3190.065000 20.369764 0.863028 -34.335036 11.8941 0.557 3192.999241 -15.3408
-111.578871 42.880496 452725.783128 4747706.720404 1852.408000 3190.036000 20.371659 0.863028 -34.335036 11.8941 0.557 3192.968346 -15.3717
-111.578871 42.880517 452725.815644 4747709.097797 1852.408000 3190.013000 20.373554 0.863028 -34.335036 11.8941 0.557 3192.943451 -15.3965
-111.578871 42.880539 452725.847500 4747711.474194 1852.408000 3189.995000 20.375539 0.863028 -34.335036 11.8941 0.557 3192.923466 -15.4165
-111.578870 42.880560 452725.878857 4747713.849484 1852.408000 3189.982000 20.377434 0.863028 -34.335036 11.8941 0.558 3192.908571 -15.4304
-111.578870 42.880582 452725.909718 4747716.223779 1852.408000 3189.975000 20.379419 0.863028 -34.335036 11.8941 0.558 3192.899586 -15.4394
-111.578870 42.880603 452725.940083 4747718.597077 1852.408000 3189.972000 20.381314 0.863028 -34.335036 11.8941 0.558 3192.894691 -15.4443
-111.578870 42.880624 452725.969949 4747720.969268 1852.408000 3189.975000 20.383209 0.863028 -34.335036 11.8941 0.558 3192.895796 -15.4432
-111.578870 42.880646 452725.999564 4747723.340461 1852.408000 3189.981000 20.385194 0.863028 -34.335036 11.8941 0.558 3192.899811 -15.4392
